"sp_name","Importance"
"Trachinotus_blochii","minor commercial"
"Trachinotus_ovatus","minor commercial"
"Trachinotus_rhodopus","minor commercial"
"Trachinotus_stilbe","minor commercial"
"Trachinus_draco","minor commercial"
"Trachurus_declivis","highly commercial"
"Trachurus_indicus","commercial"
"Trachurus_japonicus","highly commercial"
"Trachurus_novaezelandiae","commercial"
"Trachurus_symmetricus","commercial"
"Trachurus_trachurus","highly commercial"
"Trachypoma_macracanthus",NA
"Tragulichthys_jaculiferus","of no interest"
"Trianectes_bucephalus","of no interest"
"Tridentiger_trigonocephalus",NA
"Trimma_benjamini",NA
"Trimma_caesiura",NA
"Trimma_lantana",NA
"Trimma_okinawae",NA
"Trimma_striatum",NA
"Trinorfolkia_clarkei","of no interest"
"Trinorfolkia_cristata","of no interest"
"Tripterygion_delaisi",NA
"Tripterygion_melanurum",NA
"Trisopterus_minutus","commercial"
"Tylosurus_crocodilus_crocodilus",NA
"Ucla_xenogrammus","of no interest"
"Ulua_mentalis","commercial"
"Umbrina_galapagorum","minor commercial"
"Upeneichthys_lineatus","commercial"
"Upeneichthys_vlamingii",NA
"Upeneus_moluccensis","commercial"
"Upeneus_tragula","commercial"
"Uraspis_helvola","minor commercial"
"Valenciennea_alleni",NA
"Valenciennea_helsdingenii",NA
"Valenciennea_immaculata",NA
"Valenciennea_longipinnis","minor commercial"
"Valenciennea_muralis",NA
"Valenciennea_parva",NA
"Valenciennea_puellaris",NA
"Valenciennea_randalli",NA
"Valenciennea_sexguttata",NA
"Valenciennea_strigata",NA
"Variola_albimarginata","subsistence fisheries"
"Variola_louti","commercial"
"Verulux_cypselurus",NA
"Vincentia_conspersa",NA
"Vincentia_novaehollandiae",NA
"Vladichthys_gloverensis",NA
"Xanthichthys_mento",NA
"Xenichthys_agassizii",NA
"Xenocys_jessiae",NA
"Xyrichtys_novacula","minor commercial"
"Xyrichtys_victori",NA
"Xyrichtys_wellingtoni",NA
"Zabidius_novemaculeatus",NA
"Zanclistius_elevatus",NA
"Zanclus_cornutus","subsistence fisheries"
"Zebrasoma_desjardinii","commercial"
"Zebrasoma_flavescens",NA
"Zebrasoma_rostratum",NA
"Zebrasoma_scopas",NA
"Zebrasoma_velifer","minor commercial"
"Zebrasoma_xanthurum",NA
"Zeus_faber","commercial"
"Zoarchias_veneficus",NA
"Zoramia_fragilis",NA
"Zoramia_leptacantha",NA
"Zoramia_viridiventer",NA
