sp_name;max_length;trophic_level;trophic_group;water_column;diel_activity;habitat;thermal_mp_5min_95max;thermal_95thmax
Salarias segmentatus;11;2;Browsing herbivore;benthic;Day;coral;30.1392;31.4634
Salmo salar;150;4.4;Higher carnivore;pelagic site attached;Day;rock;10.473;21.33
Sarda australis;180;4.5;Higher carnivore;pelagic non-site attached;Day;water column;19.92075;24.56
Sarda orientalis;102;4.2;Higher carnivore;pelagic non-site attached;Day;water column;25.039475;30.2784
Sarda sarda;91.4;4.5;Higher carnivore;pelagic non-site attached;Day;water column;20.229475;26.3044
Sardina pilchardus;27.5;3.1;Planktivore;pelagic non-site attached;Day;water column;19.639825;26.35465
Sardinella aurita;31;3.4;Planktivore;pelagic non-site attached;Day;water column;20.1268;28.2562
Sardinops sagax;25;3.3;Planktivore;pelagic non-site attached;Day;water column;18.851275;23.747
Sargocentron caudimaculatum;25;3.9;Benthic invertivore;Demersal;Night;coral;27.339;31.224
Sargocentron cornutum;27;3.6;Benthic invertivore;Demersal;Night;coral;24.04865;31.3063
Sargocentron diadema;17;3.4;Benthic invertivore;Demersal;Night;coral;26.94245;32.821
Sargocentron hormion;16.6;3.5;Benthic invertivore;Demersal;Night;coral;23.2705;25.975
Sargocentron ittodai;20;3.6;Benthic invertivore;Demersal;Night;coral;24.916525;29.598
Sargocentron melanospilos;25;4;Benthic invertivore;Demersal;Night;coral;28.2535;33.011
Sargocentron microstoma;20;3.6;Benthic invertivore;Demersal;Night;coral;26.82255;30.3939
Sargocentron punctatissimum;23;3.4;Benthic invertivore;Demersal;Night;coral;26.06005;30.4685
Sargocentron rubrum;32;3.5;Benthic invertivore;Demersal;Night;coral;24.151325;31.694
Sargocentron spiniferum;51;3.5;Benthic invertivore;Demersal;Night;coral;27.10205;31.15
Sargocentron suborbitale;25.4;3.5;Benthic invertivore;Demersal;Night;coral;27.83475;30.2225
Sargocentron tiere;33;3.5;Benthic invertivore;Demersal;Night;coral;26.821525;30.09575
Sargocentron tiereoides;17;3.6;Benthic invertivore;Demersal;Night;coral;27.568625;30.5973
Sargocentron vexillarium;18;3.5;Benthic invertivore;Demersal;Night;coral;27.253175;30.35135
Sargocentron violaceum;45;3.6;Benthic invertivore;Demersal;Night;coral;28.06315;31.1545
Sarpa salpa;51;2;Browsing herbivore;Demersal;Day;rock;19.36045;26.7076
Saurida gracilis;32;4.2;Higher carnivore;benthic;Day;sand;25.15455;31.1781
Saurida nebulosa;16.5;4.2;Higher carnivore;benthic;Day;sand;27.18925;31.1389
Scaevius milii;20;4;Benthic invertivore;Demersal;Day;rock;28.556;32.167
Scarus altipinnis;60;2;Scraping herbivore;Demersal;Day;coral;24.501;29.871
Scarus chameleon;31;2;Scraping herbivore;Demersal;Day;coral;24.8735;30.616
Scarus coelestinus;77;2;Scraping herbivore;Demersal;Day;coral;26.8569;31.266
Scarus coeruleus;120;2;Scraping herbivore;Demersal;Day;coral;26.7879;30.7714
Scarus compressus;68;2;Scraping herbivore;Demersal;Day;coral;26.141;31.518
Scarus dimidiatus;40;2;Scraping herbivore;Demersal;Day;coral;27.6119;31.535
Scarus falcipinnis;60;2;Scraping herbivore;Demersal;Day;coral;28.271;30.572
Scarus ferrugineus;41;2;Scraping herbivore;Demersal;Day;coral;25.9275;30.81
Scarus festivus;45;2;Scraping herbivore;Demersal;Day;coral;27.6574;30.06215
Scarus flavipectoralis;40;2;Scraping herbivore;Demersal;Day;coral;26.8549;31.39065
Scarus forsteni;55;2;Scraping herbivore;Demersal;Day;coral;26.391;31.495
Scarus frenatus;47;2;Scraping herbivore;Demersal;Day;coral;24.9705;30.81
Scarus fuscopurpureus;38;2.1;Scraping herbivore;Demersal;Day;coral;26.462;30.2
Scarus ghobban;90;2;Scraping herbivore;Demersal;Day;coral;24.8533;31.2301
Scarus globiceps;27;2;Scraping herbivore;Demersal;Day;coral;24.8675;30.604
Scarus guacamaia;120;2;Scraping herbivore;Demersal;Day;coral;26.908;30.91
Scarus hypselopterus;31;NA;Browsing herbivore;benthic;Day;coral;NA;NA
Scarus iseri;35;2;Scraping herbivore;Demersal;Day;coral;26.657;31.063
Scarus koputea;31;2.1;Scraping herbivore;Demersal;Day;coral;28.2207;29.0654
Scarus longipinnis;40;2;Scraping herbivore;Demersal;Day;coral;26.168375;29.39975
Scarus niger;40;2;Scraping herbivore;Demersal;Day;coral;26.932;31.224
Scarus oviceps;35;2;Scraping herbivore;Demersal;Day;coral;26.76;31.191
Scarus perrico;76;2;Scraping herbivore;Demersal;Day;coral;25.9835;31.518
Scarus prasiognathos;70;2;Scraping herbivore;Demersal;Day;coral;26.3245;31.224
Scarus psittacus;30;2;Scraping herbivore;Demersal;Day;coral;25.153125;31.17525
Scarus quoyi;40;2;Scraping herbivore;Demersal;Day;coral;28.6163;32.7168
Scarus rivulatus;40;2;Scraping herbivore;Demersal;Day;coral;25.1283;31.1256
Scarus rubroviolaceus;70;2;Scraping herbivore;Demersal;Day;coral;26.9205;30.91
Scarus russelii;51;2;Scraping herbivore;Demersal;Day;coral;29.090375;32.31075
Scarus scaber;37;2;Scraping herbivore;Demersal;Day;coral;29.5374;30.843
Scarus schlegeli;40;2;Scraping herbivore;Demersal;Day;coral;25.402;30.921
Scarus spinus;30;2;Scraping herbivore;Demersal;Day;coral;27.510675;31.263
Scarus taeniopterus;35;2;Scraping herbivore;Demersal;Day;coral;26.862;30.577
Scarus tricolor;26.6;2;Scraping herbivore;Demersal;Day;coral;28.9201;32.3972
Scarus trispinosus;35.5;2;Scraping herbivore;Demersal;Day;coral;26.3615;28.113
Scarus vetula;61;2;Scraping herbivore;Demersal;Day;coral;26.5265;30.802
Scarus viridifucatus;45;2;Scraping herbivore;Demersal;Day;coral;29.668975;31.3446
Scarus xanthopleura;52;NA;Browsing herbivore;benthic;Day;coral;NA;NA
Scarus zelindae;33.2;2;Scraping herbivore;Demersal;Day;coral;26.3445;28.079
Schuettea scalaripinnis;20;3.4;Planktivore;Demersal;Day;rock;20.2575;25.244
Schuettea woodwardi;24;3.4;Planktivore;Demersal;Day;rock;20.250625;23.289
Sciaena umbra;70;3.7;Higher carnivore;benthic;Night;rock;20.1152;27.7484
Scobinichthys granulatus;30;2.8;Browsing herbivore;Demersal;Day;sand;17.4409;23.3198
Scolecenchelys breviceps;63;4.5;Higher carnivore;benthic;Night;rock;15.36915;19.66635
Scolopsis affinis;24;3.3;Benthic invertivore;Demersal;Day;coral;26.771075;31.2972
Scolopsis aurata;24;3.4;Benthic invertivore;Demersal;Day;coral;29.7385;30.492
Scolopsis bilineata;23;3.6;Benthic invertivore;Demersal;Day;coral;26.3245;31.224
Scolopsis ciliata;19;3.7;Benthic invertivore;Demersal;Day;coral;29.0019;31.3846
Scolopsis frenata;26;3.3;Benthic invertivore;Demersal;Day;coral;29.227;33.011
Scolopsis ghanam;30;3.6;Benthic invertivore;Demersal;Day;coral;27.5829;32.821
Scolopsis lineata;23;3.2;Benthic invertivore;Demersal;Day;coral;25.9074;31.3142
Scolopsis margaritifera;28;3.536842105;Benthic invertivore;Demersal;Day;coral;27.3366;31.222
Scolopsis monogramma;31;3.5;Benthic invertivore;Demersal;Day;coral;25.7975;31.684
Scolopsis temporalis;28;NA;Browsing herbivore;benthic;Day;coral;30.5165;31.176
Scolopsis trilineata;20;3.4;Benthic invertivore;Demersal;Day;coral;27.80235;31.2237
Scolopsis vosmeri;25;3.5;Benthic invertivore;Demersal;Day;coral;29.9235;31.222
Scolopsis xenochrous;21;3.4;Benthic invertivore;Demersal;Day;coral;27.4592;31.419
Scomber australasicus;50;4.2;Higher carnivore;pelagic non-site attached;Day;water column;20.936025;28.11455
Scomber colias;55;3.9;Higher carnivore;pelagic non-site attached;Day;water column;21.7085;24.126
Scomberoides commersonnianus;120;4.3;Higher carnivore;pelagic non-site attached;Day;water column;26.86835;31.382
Scomberoides lysan;110;4.5;Higher carnivore;pelagic non-site attached;Day;water column;25.478;31.3958
Scomberoides tol;110;4.5;Higher carnivore;pelagic non-site attached;Day;water column;23.755;30.288
Scomberomorus commerson;240;4.5;Higher carnivore;pelagic non-site attached;Day;water column;26.85375;31.3209
Scomberomorus maculatus;91;4.5;Higher carnivore;pelagic non-site attached;Day;water column;18.417;30.09495
Scomberomorus queenslandicus;147.6;4.26;Higher carnivore;pelagic non-site attached;Day;water column;25.2185;30.518
Scomberomorus regalis;183;4.5;Higher carnivore;pelagic non-site attached;Day;water column;26.54765;30.8443
Scomberomorus sierra;99;4.5;Higher carnivore;pelagic non-site attached;Day;water column;25.7934;30.8228
Scombrops boops;150;4.5;Higher carnivore;pelagic site attached;Day;rock;22.7465;29.621
Scorpaena canariensis;14;3.5;Benthic invertivore;benthic;Day;rock;21.74575;24.705
Scorpaena cardinalis;40;3.5;Benthic invertivore;benthic;Day;rock;20.133175;25.531
Scorpaena guttata;43;3.8;Benthic invertivore;benthic;Day;rock;17.7401;22.136
Scorpaena histrio;26;3.7;Benthic invertivore;benthic;Day;coral;28.1993;30.2388
Scorpaena jacksoniensis;40;3.7;Benthic invertivore;benthic;Day;rock;20.06425;24.56
Scorpaena maderensis;14;4.1;Benthic invertivore;benthic;Day;rock;21.257;24.705
Scorpaena mystes;45.7;3.8;Benthic invertivore;benthic;Day;coral;23.37175;30.7165
Scorpaena notata;24;3.5;Higher carnivore;benthic;Day;rock;20.366525;29.53605
Scorpaena papillosa;36;4;Benthic invertivore;benthic;Day;rock;16.5542;22.855
Scorpaena plumieri;45;3.8;Higher carnivore;benthic;Day;coral;25.722;31.063
Scorpaena porcus;37;3.9;Higher carnivore;benthic;Day;rock;19.12325;26.6735
Scorpaena scrofa;50;4.3;higher carnivore;benthic;Day;rock;20.098075;30.3458
Scorpaena sumptuosa;40;3.8;Benthic invertivore;benthic;Day;rock;19.38045;22.784
Scorpaenichthys marmoratus;99;3.6;Benthic invertivore;benthic;Day;rock;10.5932;20.3904
Scorpaenodes evides;11;4.2;Higher carnivore;benthic;Day;rock;23.8991;30.56195
Scorpaenodes parvipinnis;12.5;3.777391304;Higher carnivore;benthic;Day;Coral;26.7325;30.64
Scorpaenodes scaber;12;3.6;Benthic invertivore;benthic;Day;coral;24.2638;30.9056
Scorpaenopsis cirrosa;23.1;4;Higher carnivore;benthic;Day;coral;23.886025;32.712
Scorpaenopsis diabolus;30;4.2;Higher carnivore;benthic;Day;coral;25.3093;30.8326
Scorpaenopsis neglecta;19;4.1;Higher carnivore;benthic;Day;rock;23.17585;31.0592
Scorpaenopsis oxycephala;36;3.9;Higher carnivore;benthic;Day;coral;26.4554;30.536
Scorpaenopsis papuensis;25;4.2;higher carnivore;benthic;Day;coral;25.47015;30.36355
Scorpaenopsis possi;19.4;4.2;Higher carnivore;benthic;Day;coral;28.271;30.572
Scorpis aequipinnis;56;3.3;Planktivore;pelagic site attached;Day;rock;17.1525;22.743
Scorpis georgiana;46;3;Planktivore;pelagic site attached;Day;rock;19.716;23.311
Scorpis lineolata;37;3.3;Planktivore;pelagic site attached;Day;rock;19.098;25.219
Scorpis violacea;34.5;3.3;Planktivore;pelagic site attached;Day;rock;19.526;24.772
Sebastapistes cyanostigma;10;3.8;Benthic invertivore;benthic;Day;coral;26.167575;30.7629
Sebastapistes strongia;6;3.6;Benthic invertivore;benthic;Day;coral;24.6595;29.519
Sebastes atrovirens;42;3.4;Benthic invertivore;Demersal;Day;rock;17.1019;22.136
Sebastes auriculatus;56;4;Higher carnivore;Demersal;Day;rock;10.693225;21.72955
Sebastes carnatus;39;3.6;Higher carnivore;Demersal;Day;rock;16.476;20.096
Sebastes caurinus;58;4.1;Higher carnivore;Demersal;Day;rock;8.551525;18.28105
Sebastes chrysomelas;39;3.5;Higher carnivore;Demersal;Day;rock;16.188125;21.397
Sebastes flavidus;66;4.1;Higher carnivore;Demersal;Day;rock;13.9739;16.239
Sebastes inermis;35;3.1;Benthic invertivore;Demersal;Day;rock;16.088375;27.07575
Sebastes maliger;61;3.8;Higher carnivore;Demersal;Day;rock;11.3785;17.49
Sebastes mystinus;61;2.8;Higher carnivore;Demersal;Day;rock;15.99555;19.586
Sebastes oculatus;40;3.6;Higher carnivore;Demersal;Day;rock;13.5765;19.031
Sebastes paucispinis;91;3.5;Higher carnivore;pelagic site attached;Day;rock;17.17875;21.5015
Sebastes rastrelliger;56;3.9;Higher carnivore;Demersal;Day;rock;16.5535;19.586
Sebastes rosaceus;NA;NA;Higher carnivore;benthic;Day;rock;18.4805;22.136
Sebastes serranoides;61;3.9;Higher carnivore;Demersal;Day;rock;16.989375;21.4985
Sebastes serriceps;41;3.6;Higher carnivore;Demersal;Day;rock;17.496;22.136
Sebastiscus albofasciatus;25;3.5;Benthic invertivore;Demersal;Night;rock;21.514;27.8
Sebastiscus marmoratus;30;3.6;Benthic invertivore;Demersal;Night;rock;23.182;31.136
Kyphosus ocyurus;59;3.5;Benthic invertivore;pelagic site attached;Day;coral;27.9457;30.2
Selar boops;25;3.5;Planktivore;pelagic non-site attached;Day;water column;29.90635;31.12895
Selar crumenophthalmus;30;4.1;Higher carnivore;pelagic non-site attached;Day;water column;24.9258;32.6296
Selaroides leptolepis;22;3.5;Planktivore;pelagic non-site attached;Day;water column;25.35425;30.5495
Semicossyphus darwini;70;3.8;Benthic invertivore;Demersal;Day;coral;22.9135;25.682
Semicossyphus pulcher;91;3.6;Benthic invertivore;Demersal;Day;rock;21.055;29.254
Seriola dumerili;190;4.5;Higher carnivore;pelagic non-site attached;Day;water column;20.00355;29.63145
Seriola hippos;150;4.4;Higher carnivore;pelagic non-site attached;Day;water column;20.18645;24.5139
Seriola lalandi;250;4.1;Higher carnivore;pelagic non-site attached;Day;water column;20.6226;26.2045
Seriola rivoliana;160;4.5;Higher carnivore;pelagic non-site attached;Day;water column;24.2185;29.9922
Seriolella brama;76;3.3;Planktivore;pelagic non-site attached;Day;water column;15.6119;19.83625
Serranocirrhitus latus;13;3.4;Benthic invertivore;Demersal;Day;coral;27.055175;29.866
Serranus atricauda;43.2;4.3;Higher carnivore;Demersal;Day;rock;21.731;24.585
Dules auriga;19;3.6;Benthic invertivore;Demersal;Day;rock;14.35;18.28
Serranus baldwini;12;4.1;Benthic invertivore;Demersal;Day;coral;27.4935;30.377
Serranus cabrilla;40;3.4;Benthic invertivore;Demersal;Day;rock;18.5841;25.5952
Serranus flaviventris;7.5;3.4;Benthic invertivore;Demersal;Day;coral;26.396;28.113
Serranus psittacinus;18;3.6;Benthic invertivore;Demersal;Day;sand;25.482;30.2
Serranus scriba;36;3.8;Benthic invertivore;Demersal;Day;rock;19.0967;28.3144
Serranus tabacarius;22;4.2;Higher carnivore;Demersal;Day;sand;27.8789;30.8166
Serranus tico;25.18888889;3.884353741;Benthic invertivore;Demersal;Day;sand;28.233;29.75
Serranus tigrinus;29;3.7;Benthic invertivore;Demersal;Day;coral;26.862;30.577
Serranus tortugarum;8;NA;Planktivore;benthic;Day;sand;NA;NA
Siganus argenteus;40;2;Browsing herbivore;Demersal;Day;coral;26.577;31.207
Siganus canaliculatus;30;NA;Browsing herbivore;benthic;Day;coral;NA;NA
Siganus corallinus;35;2;Browsing herbivore;Demersal;Day;coral;27.220175;30.96485
Siganus doliatus;25;2;Browsing herbivore;Demersal;Day;coral;25.635;31.115
Siganus fuscescens;40;2.3;Browsing herbivore;Demersal;Day;coral;23.6605;31.151
Siganus guttatus;42;2.7;Browsing herbivore;Demersal;Day;coral;29.2174;31.312
Siganus javus;53;2.4;Browsing herbivore;Demersal;Day;coral;26.88945;31.3741
Siganus lineatus;43;2;Browsing herbivore;Demersal;Day;coral;26.8123;31.2106
Siganus luridus;30;2;Browsing herbivore;Demersal;Day;coral;23.403975;30.12995
Siganus puelloides;31;2.7;Browsing herbivore;Demersal;Day;coral;29.469;30.332
Siganus puellus;38;3;Browsing herbivore;Demersal;Day;coral;27.3782;31.17355
Siganus punctatissimus;35;2;Browsing herbivore;Demersal;Day;coral;27.35775;30.793
Siganus punctatus;40;2.8;Browsing herbivore;Demersal;Day;coral;26.8753;31.3448
Siganus rivulatus;27;NA;Browsing herbivore;benthic;Day;coral;22.8755;29.073
Siganus spinus;28;2;Browsing herbivore;Demersal;Day;coral;26.99575;30.707
Siganus stellatus;40;2.7;Browsing herbivore;Demersal;Day;coral;26.44365;30.74925
Siganus trispilos;25;2.2;Browsing herbivore;Demersal;Day;coral;26.46;31.495
Siganus vermiculatus;45;NA;Browsing herbivore;benthic;Day;coral;30.023;30.475
Siganus virgatus;30;2;Browsing herbivore;Demersal;Day;coral;26.7128;31.2856
Siganus vulpinus;25;2.7;Browsing herbivore;Demersal;Day;coral;27.4655;31.17
Signigobius biocellatus;10;3.5;Benthic invertivore;benthic;Day;sand;27.329175;31.14435
Sillaginodes punctatus;72;3.3;Benthic invertivore;Demersal;Day;sand;17.0467;22.8224
Sillago ciliata;51;3.2;Benthic invertivore;Demersal;Day;sand;22.5345;29.687
Sillago schomburgkii;42;3.2;Benthic invertivore;Demersal;Day;sand;18.81825;22.7865
Siphamia cephalotes;6;3.4;Benthic invertivore;pelagic site attached;Night;sand;17.1855;23.239
Siphamia roseigaster;6.4;3.4;Benthic invertivore;pelagic site attached;Night;rock;19.2585;23.027
Siphamia tubifer;6.4;3.4;Benthic invertivore;Demersal;Night;rock;NA;NA
Siphonognathus argyrophanes;40;2.6;Omnivore;Demersal;Day;rock;18.1475;21.44
Siphonognathus attenuatus;14;2.7;Omnivore;Demersal;Day;rock;17.722125;22.4626
Siphonognathus beddomei;14;2.7;Omnivore;Demersal;Day;rock;17.2585;22.745
Siphonognathus caninis;10;2.7;Omnivore;Demersal;Day;rock;18.0125;22.749
Siphonognathus radiatus;18;2.7;Omnivore;Demersal;Day;rock;18.15155;23.1129
Solea solea;70;3.1;Benthic invertivore;benthic;Night;sand;14.84155;28.0727
Sparisoma amplum;39;2;Scraping herbivore;Demersal;Day;coral;24.56315;30.0863
Sparisoma atomarium;25;2;Scraping herbivore;Demersal;Day;coral;26.8447;30.0902
Sparisoma aurofrenatum;28;2;Scraping herbivore;Demersal;Day;coral;26.5805;30.91
Sparisoma axillare;37;2;Scraping herbivore;Demersal;Day;coral;26.118;28.113
Sparisoma chrysopterum;46;2;Scraping herbivore;Demersal;Day;coral;26.7958;30.976
Sparisoma cretense;50;2.9;Scraping herbivore;Demersal;Day;rock;22.7815;28.975
Sparisoma frondosum;34.5;2;Scraping herbivore;Demersal;Day;coral;26.3615;28.113
Sparisoma radians;20;2;Scraping herbivore;Demersal;Day;coral;26.634175;30.24525
Sparisoma rubripinne;47.8;2;Scraping herbivore;Demersal;Day;coral;26.522625;30.94825
Sparisoma viride;64;2;Scraping herbivore;Demersal;Day;coral;26.6805;31.063
Sparodon durbanensis;120;3.4;Benthic invertivore;Demersal;Day;rock;19.575;22.345
Sphaeramia nematoptera;8.5;3.2;Planktivore;Demersal;Night;coral;29.9657;31.07
Sphaeramia orbicularis;10;NA;Planktivore;benthic;Night;coral;29.70445;31.1121
Sphoeroides annulatus;44;3.1;Browsing herbivore;Demersal;Day;sand;22.6405;29.254
Sphoeroides lobatus;25;3.2;Browsing herbivore;Demersal;Day;sand;23.49585;31.941
Sphoeroides marmoratus;20;3.2;Browsing herbivore;Demersal;Day;sand;21.781;24.613
Sphoeroides spengleri;30;3.2;Benthic invertivore;Demersal;Day;sand;23.482425;30.904
Sphyraena barracuda;200;4.5;Higher carnivore;pelagic non-site attached;Day;water column;25.00145;31.2239
Sphyraena ensis;127;4.5;Higher carnivore;pelagic non-site attached;Day;water column;26.7658;30.3078
Sphyraena flavicauda;60;3.8;Higher carnivore;pelagic non-site attached;Day;water column;27.0616;32.1545
Sphyraena forsteri;75;4.3;Higher carnivore;pelagic non-site attached;Day;water column;26.617975;31.62495
Sphyraena helleri;80;4.5;Higher carnivore;pelagic non-site attached;Day;water column;25.738;30.288
Sphyraena idiastes;91;4.5;Higher carnivore;pelagic non-site attached;Day;water column;23.25255;26.5916
Sphyraena jello;150;4.5;Higher carnivore;pelagic non-site attached;Day;water column;25.664;31.417
Sphyraena novaehollandiae;110;4.5;Higher carnivore;pelagic non-site attached;Day;water column;17.24025;22.9185
Sphyraena obtusata;55;4.5;Higher carnivore;pelagic non-site attached;Day;water column;24.3735;31.382
Sphyraena putnamae;90;4.5;Higher carnivore;pelagic non-site attached;Day;water column;23.8711;31.8252
Sphyraena qenie;170;4.5;Higher carnivore;pelagic non-site attached;Day;water column;27.3085;31.3195
Sphyraena viridensis;128;4.3;Higher carnivore;pelagic non-site attached;Day;water column;21.108;29.494
Sphyrna lewini;430;4.1;Higher carnivore;pelagic non-site attached;Day;water column;24.6204;30.2298
Spicara maena;25;4.2;Benthic invertivore;pelagic site attached;Day;rock;19.1193;25.7976
Spiniraja whitleyi;170;3.5;Higher carnivore;Demersal;Night;sand;14.9545;19.579
Spondyliosoma cantharus;60;3.3;Benthic invertivore;Demersal;Day;rock;18.8513;26.1296
Spondyliosoma emarginatum;45;2.8;Benthic invertivore;Demersal;Day;rock;19.5045;24.07
Spratelloides gracilis;12;3.4;Planktivore;pelagic non-site attached;Day;water column;24.223;31.224
Spratelloides robustus;12;3.4;Planktivore;pelagic non-site attached;Day;water column;16.46435;22.6127
Squamicreedia obtusa;8;3.6;Benthic invertivore;Demersal;Day;sand;26.0035;28.606
Stanulus talboti;4.8;2;Browsing herbivore;benthic;Day;coral;23.317;27.562
Stegastes acapulcoensis;17;2;Algal farmer;Demersal;Day;coral;26.874;30.354
Stegastes adustus;15;2.5;Algal farmer;Demersal;Day;coral;26.91455;30.4154
Stegastes albifasciatus;13;2;Algal farmer;Demersal;Day;coral;26.7402;30.0066
Stegastes altus;15;2;Browsing herbivore;Demersal;Day;rock;23.239175;30.9811
Stegastes apicalis;15;2.1;Algal farmer;Demersal;Day;coral;24.9775;30.169
Stegastes arcifrons;13;3;Algal farmer;Demersal;Day;coral;25.5115;29.75
Stegastes aureus;11;2.2;Browsing herbivore;Demersal;Day;coral;28.061875;29.477
Stegastes beebei;15;3;Algal farmer;Demersal;Day;coral;25.0995;29.75
Stegastes diencaeus;12.5;2;Algal farmer;Demersal;Day;coral;26.862;30.577
Stegastes emeryi;10;2.2;Browsing herbivore;Demersal;Day;coral;25.411;28.35
Stegastes fasciolatus;15;2.2;Algal farmer;Demersal;Day;coral;24.3797;30.0604
Stegastes flavilatus;10;2;Algal farmer;Demersal;Day;coral;27.2565;30.418
Stegastes fuscus;12.6;3.3;Algal farmer;Demersal;Day;coral;26.6805;31.063
Stegastes gascoynei;15;2.1;Algal farmer;Demersal;Day;coral;23.1945;27.69
Stegastes insularis;11;2;Algal farmer;Demersal;Day;coral;28.0625;30.209
Stegastes leucorus;14;2;Algal farmer;Demersal;Day;coral;22.708325;29.62895
Stegastes leucostictus;10;3.1;Algal farmer;Demersal;Day;coral;26.5035;30.91
Stegastes lividus;13;2.2;Algal farmer;Demersal;Day;coral;26.50375;30.6755
Stegastes nigricans;14;2.2;Algal farmer;Demersal;Day;coral;26.631;31.175
Stegastes obreptus;12;2;Algal farmer;Demersal;Day;coral;24.8865;31.31
Stegastes partitus;10;2;Algal farmer;Demersal;Day;coral;26.908;30.91
Stegastes pictus;7.5;2;Algal farmer;Demersal;Day;coral;26.3445;28.079
Stegastes planifrons;13;2.6;Algal farmer;Demersal;Day;coral;26.402;30.553
Stegastes punctatus;12.75416667;2.357470305;Algal farmer;Demersal;Day;Coral;26.53885;29.018
Stegastes rectifraenum;10;NA;Planktivore;benthic;Day;coral;23.4659;31.1118
Stegastes variabilis;12.5;2.5;Algal farmer;Demersal;Day;coral;26.58;31.063
Stephanolepis cirrhifer;30;2.8;Omnivore;Demersal;Day;rock;23.1572;30.6815
Stephanolepis hispidus;27.5;2.2;Omnivore;Demersal;Day;rock;23.639175;31.03715
Stethojulis albovittata;14;3.6;Benthic invertivore;Demersal;Day;coral;27.17525;32.916
Stethojulis balteata;15;3.2;Benthic invertivore;Demersal;Day;coral;26.563;29.061
Stethojulis bandanensis;15;3.2;Benthic invertivore;Demersal;Day;coral;25.013;30.95
Stethojulis interrupta;13;3.5;Benthic invertivore;Demersal;Day;coral;23.1455;30.909
Stethojulis marquesensis;8.5;3.2;Benthic invertivore;Demersal;Day;coral;28.4475;29.747
Stethojulis strigiventer;15;3.2;Benthic invertivore;Demersal;Day;coral;24.683;30.903
Stethojulis terina;12.6;3.5;Benthic invertivore;Demersal;Day;rock;23.182;31.136
Stethojulis trilineata;15;3.2;Benthic invertivore;Demersal;Day;coral;25.8;31.303
Stichaeus punctatus punctatus;NA;NA;Benthic invertivore;benthic;Day;rock;10.143;18.11
Stigmatopora macropterygia;35;3.5;Benthic invertivore;benthic;Day;rock;17.71615;21.1388
Stygnobrotula latebricola;7.5;3.3;Planktivore;benthic;Night;coral;28.153;29.684
Suezichthys arquatus;13.5;3.5;Benthic invertivore;Demersal;Day;rock;20.8505;25.531
Suezichthys aylingi;12;3.5;Benthic invertivore;Demersal;Day;rock;18.4471;22.598
Suezichthys cyanolaemus;12;3.5;Benthic invertivore;Demersal;Day;rock;21.318;24.88
Suezichthys devisi;14;3.5;Benthic invertivore;Demersal;Day;rock;22.3639;28.5578
Sufflamen albicaudatum;22;3.3;Benthic invertivore;Demersal;Day;coral;23.8733;29.65715
Sufflamen bursa;25;3.1;Benthic invertivore;Demersal;Day;coral;26.9132;30.7884
Sufflamen chrysopterum;30;3.5;Benthic invertivore;Demersal;Day;coral;25.169;31.207
Sufflamen fraenatum;38;3.4;Benthic invertivore;Demersal;Day;coral;25.1395;31.207
Sufflamen verres;40;3.3;Benthic invertivore;Demersal;Day;coral;25.8135;30.354
Sutorectus tentaculatus;92;3.9;Higher carnivore;benthic;Night;rock;20.766375;23.06975
Symphodus cinereus;16;3.3;Benthic invertivore;Demersal;Day;rock;19.13765;26.5026
Symphodus doderleini;10;3.4;Benthic invertivore;Demersal;Day;rock;17.873;25.7776
Symphodus mediterraneus;18;3.1;Benthic invertivore;Demersal;Day;rock;19.2115;26.85
Centrolabrus melanocercus;14;3;Benthic invertivore;Demersal;Day;rock;19.148075;26.72315
Symphodus melops;30;NA;Browsing herbivore;benthic;Day;rock;NA;NA
Symphodus ocellatus;12;3.3;Benthic invertivore;Demersal;Day;rock;18.99465;26.4163
Symphodus roissali;17;3.5;Benthic invertivore;Demersal;Day;rock;18.3645;26.85
Symphodus rostratus;13;3.5;Benthic invertivore;Demersal;Day;rock;19.035;26.403
Symphodus tinca;44;3.1;Benthic invertivore;Demersal;Day;rock;19.3147;28.581
Symphorichthys spilurus;60;3.8;Higher carnivore;Demersal;Day;coral;27.6474;31.284
Symphorus nematophorus;100;4.1;Higher carnivore;Demersal;Day;coral;26.6797;31.151
Synanceia horrida;60;4.3;Higher carnivore;benthic;Day;rock;23.8175;26.992
Synanceia verrucosa;40;4.2;Higher carnivore;benthic;Day;coral;22.854575;30.7669
Synchiropus bartelsi;NA;NA;Benthic invertivore;benthic;Night;sand;29.60385;30.4617
Synchiropus moyeri;7.5;3.4;Benthic invertivore;benthic;Day;sand;25.99475;30.4044
Synchiropus splendidus;6;NA;Benthic invertivore;benthic;Night;coral;29.3982;31.3984
Synchiropus stellatus;7.5;3.4;Benthic invertivore;benthic;Day;sand;29.382075;32.7236
Synchirus gilli;7;3.5;Benthic invertivore;benthic;Day;rock;12.1455;17.487
Synodus binotatus;18;4;Higher carnivore;benthic;Day;coral;24.89975;30.674
Synodus capricornis;21;4.1;Higher carnivore;benthic;Day;coral;24.92385;29.2432
Synodus dermatogenys;24;4.2;Higher carnivore;benthic;Day;sand;23.31595;31.1889
Synodus doaki;28;NA;Higher carnivore;benthic;Day;coral;23.930525;29.901
Synodus intermedius;46;4.2;Higher carnivore;benthic;Day;coral;25.293625;30.56075
