sp_name;max_length;trophic_level;trophic_group;water_column;diel_activity;habitat;thermal_mp_5min_95max;thermal_95thmax
Callanthias australis;49;3.1;Planktivore;pelagic site attached;Day;rock;18.10175;23.2265
Calliclinus geniguttatus;12.2;3.4;Benthic invertivore;benthic;Day;rock;13.530625;18.86
Callionymus lyra;30;3.3;Benthic invertivore;benthic;Day;sand;9.15;18.537
Calloplesiops altivelis;20;4;Benthic invertivore;Demersal;Night;coral;26.982325;31.2016
Calotomus carolinus;54;2;Scraping herbivore;Demersal;Day;coral;26.607225;30.26695
Calotomus japonicus;39;2;Scraping herbivore;Demersal;Day;rock;23.2895;31.136
Calotomus spinidens;30;2;Scraping herbivore;Demersal;Day;coral;26.340625;30.60925
Calotomus viridescens;21;2;Scraping herbivore;Demersal;Day;coral;26.152;30.836
Cantherhines dumerilii;38;3.1;Corallivore;Demersal;Day;coral;24.961375;30.79825
Cantherhines fronticinctus;25;3.5;Benthic invertivore;Demersal;Day;coral;23.8083;29.2652
Cantherhines longicaudus;13.2;3;Benthic invertivore;Demersal;Day;coral;25.694;28.35
Cantherhines macrocerus;46;3;Benthic invertivore;Demersal;Day;coral;27.543475;30.47695
Cantherhines pardalis;25;3.5;Benthic invertivore;Demersal;Day;coral;25.1501;31.19
Cantherhines pullus;20;2.6;Omnivore;Demersal;Day;coral;27.8667;30.17105
Cantherhines sandwichiensis;19.3;2.7;Benthic invertivore;Demersal;Day;coral;25.653;29.1441
Cantheschenia grandisquamis;26;2.9;Omnivore;Demersal;Day;coral;23.28825;28.414
Canthidermis maculata;50;3.5;Benthic invertivore;Demersal;Day;coral;27.727925;30.42065
Canthidermis sufflamen;65;3.2;Benthic invertivore;Demersal;Day;coral;24.77975;30.4722
Canthigaster amboinensis;15;2.9;Omnivore;Demersal;Day;coral;26.3154;30.301
Canthigaster axiologus;10.1;2.9;Benthic invertivore;Demersal;Day;coral;NA;NA
Canthigaster bennetti;10;2.5;Browsing herbivore;Demersal;Day;coral;23.6006;30.7922
Canthigaster callisterna;23;3;Omnivore;Demersal;Day;coral;20.454;25.637
Canthigaster capistrata;22;3;Omnivore;Demersal;Day;rock;21.60175;24.585
Canthigaster compressa;12;3;Benthic invertivore;Demersal;Day;coral;NA;NA
Canthigaster coronata;14;3.1;Benthic invertivore;Demersal;Day;coral;25.13245;30.464
Canthigaster epilampra;12.69230769;2.957118056;Benthic invertivore;Demersal;Day;Coral;27.0028;30.5578
Canthigaster figueiredoi;12;3.1;Omnivore;Demersal;Day;coral;26.3615;28.113
Canthigaster jactator;9;2.9;Omnivore;Demersal;Day;coral;25.90825;27.7895
Canthigaster janthinoptera;9;3.1;Omnivore;Demersal;Day;coral;25.504675;31.11975
Canthigaster papua;10;3;Omnivore;Demersal;Day;coral;27.432;31.435
Canthigaster punctatissima;9;3;Omnivore;Demersal;Day;coral;26.8599;30.292
Canthigaster rivulata;18;3;Omnivore;Demersal;Day;rock;23.182;31.136
Canthigaster rostrata;12;3;Omnivore;Demersal;Day;coral;26.908;30.91
Canthigaster smithae;13;3;Omnivore;Demersal;Day;coral;28.5849;30.2718
Canthigaster valentini;11;2.8;Omnivore;Demersal;Day;coral;25.134;31.137
Caprodon longimanus;50;3.9;Planktivore;pelagic site attached;Day;rock;18.069;21.512
Caracanthus maculatus;5;3.2;Benthic invertivore;benthic;Day;coral;26.30715;30.198
Caracanthus typicus;2.9;3.1;Benthic invertivore;benthic;Day;coral;25.9475;27.207
Caracanthus unipinna;5;3.6;Benthic invertivore;benthic;Day;coral;27.0445;31.307
Carangoides bajad;55;4.5;Higher carnivore;pelagic non-site attached;Day;water column;27.0383;31.515
Carangoides bartholomaei;100;4.5;Higher carnivore;pelagic non-site attached;Day;water column;27.20625;31.3348
Carangoides chrysophrys;72;4.4;Higher carnivore;pelagic non-site attached;Day;water column;25.0287;29.9364
Carangoides ferdau;70;4.5;Higher carnivore;pelagic non-site attached;Day;water column;26.9056;31.238
Carangoides fulvoguttatus;120;4.4;Higher carnivore;pelagic non-site attached;Day;water column;26.149875;31.30205
Carangoides gymnostethus;90;4.1;Higher carnivore;pelagic non-site attached;Day;water column;25.901;31.647
Carangoides oblongus;46;4.1;Higher carnivore;pelagic non-site attached;Day;water column;NA;NA
Carangoides orthogrammus;75;4.5;Higher carnivore;pelagic non-site attached;Day;water column;24.3058;31.2466
Carangoides plagiotaenia;50;4;Higher carnivore;pelagic non-site attached;Day;water column;27.441125;31.1241
Caranx ruber;59;4.4;Higher carnivore;pelagic non-site attached;Day;water column;26.5805;30.91
Caranx caballus;55;4.1;Higher carnivore;pelagic non-site attached;Day;water column;27.779125;31.518
Caranx caninus;101;3.9;Higher carnivore;pelagic non-site attached;Day;water column;28.32075;29.849
Caranx crysos;70;4.4;Higher carnivore;pelagic non-site attached;Day;water column;18.29445;29.8049
Caranx ignobilis;170;4.2;Higher carnivore;pelagic non-site attached;Day;water column;24.05;31.282
Caranx latus;110;NA;Higher carnivore;benthic;Day;coral;NA;NA
Caranx lugubris;100;4.5;Higher carnivore;pelagic non-site attached;Day;water column;25.195;31.282
Caranx melampygus;117;4.5;Higher carnivore;pelagic non-site attached;Day;water column;27.324625;31.137
Caranx papuensis;88;4;Higher carnivore;pelagic non-site attached;Day;water column;23.9427;30.5684
Caranx sexfasciatus;120;4.5;Higher carnivore;pelagic non-site attached;Day;water column;25.488225;31.518
Carcharhinus albimarginatus;300;4.2;Higher carnivore;pelagic non-site attached;Day;coral;26.70155;30.941
Carcharhinus amblyrhynchos;255;4.1;Higher carnivore;pelagic non-site attached;Day;coral;26.09785;31.282
Carcharhinus brachyurus;300;4.23;Higher carnivore;Demersal;Day;rock;20.6452;26.2183
Carcharhinus galapagensis;370;4.2;Higher carnivore;pelagic non-site attached;Day;water column;22.241;26.517
Carcharhinus melanopterus;200;3.9;Higher carnivore;pelagic non-site attached;Day;coral;26.83485;31.47055
Carcharhinus obscurus;420;4.5;Higher carnivore;pelagic non-site attached;Day;water column;21.757025;26.14905
Carcharhinus plumbeus;250;4.5;higher carnivore;pelagic non-site attached;Day;water column;17.61;32.2345
Carcharias taurus;320;4.5;Higher carnivore;Demersal;Day;rock;21.7115;28.152
Caulolatilus princeps;102;3.9;Higher carnivore;Demersal;Night;sand;19.6015;25.682
Centroberyx affinis;51;3.8;Higher carnivore;pelagic site attached;Night;rock;19.281375;23.93675
Centroberyx gerrardi;66;4.1;Higher carnivore;pelagic site attached;Night;rock;17.43325;21.2535
Centroberyx lineatus;46;4.2;Higher carnivore;pelagic site attached;Night;rock;18.48265;22.721
Centrogenys vaigiensis;25;3.9;Higher carnivore;benthic;Day;rock;26.0786;31.0551
Centrolabrus exoletus;18;3.5;Benthic invertivore;Demersal;Day;rock;8.4986;18.1122
Symphodus trutta;18;3.5;Benthic invertivore;Demersal;Day;rock;21.5825;24.126
Centropogon australis;15;3.2;Benthic invertivore;benthic;Day;rock;20.834;26.141
Centropyge acanthops;8;2.9;Browsing herbivore;Demersal;Day;coral;29.1543;32.7972
Centropyge argi;8;2;Browsing herbivore;Demersal;Day;coral;26.75455;30.8351
Centropyge bicolor;11;2.7;Omnivore;Demersal;Day;coral;27.6745;31.535
Centropyge bispinosa;10;2.8;Omnivore;Demersal;Day;coral;26.382;30.437
Centropyge eibli;15;2.7;Omnivore;Demersal;Day;coral;28.182;30.95
Centropyge ferrugata;10;2.8;Omnivore;Demersal;Day;coral;25.469475;30.10695
Centropyge fisheri;6;2.9;Browsing herbivore;Demersal;Day;coral;28.28;29.946
Centropyge flavissima;14;2.8;Browsing herbivore;Demersal;Day;coral;26.215;30.044
Centropyge heraldi;10;2.8;Browsing herbivore;Demersal;Day;coral;25.908875;29.48745
Centropyge hotumatua;8;2.8;Browsing herbivore;Demersal;Day;coral;24.458;28.35
Centropyge joculator;9;2.8;Browsing herbivore;Demersal;Day;coral;28.023;30.1162
Centropyge loriculus;15;2.8;Browsing herbivore;Demersal;Day;coral;26.4156;29.7932
Centropyge multispinis;14;2.8;Omnivore;Demersal;Day;coral;27.2395;33.011
Centropyge nox;10;2.8;Browsing herbivore;Demersal;Day;coral;29.87895;30.7995
Centropyge tibicen;19;2.8;Browsing herbivore;Demersal;Day;coral;25.134;31.137
Centropyge vrolikii;12;2.8;Browsing herbivore;Demersal;Day;Coral;26.7251;31.419
Cephalopholis argus;60;4.5;Higher carnivore;Demersal;Day;coral;26.817;31.307
Cephalopholis boenak;30;4.2;Higher carnivore;Demersal;Day;coral;25.87575;31.5965
Cephalopholis cruentata;42.6;4.2;Higher carnivore;Demersal;Day;coral;26.862;30.577
Cephalopholis cyanostigma;40;4.2;Higher carnivore;Demersal;Day;coral;26.948;31.435
Cephalopholis formosa;34;4.1;Higher carnivore;Demersal;Day;coral;29.2076;31.7792
Cephalopholis fulva;41;4.1;Higher carnivore;Demersal;Day;coral;27.8875;30.173
Cephalopholis hemistiktos;35;4.1;Higher carnivore;Demersal;Day;coral;26.109225;30.8139
Cephalopholis leopardus;24;4;Higher carnivore;Demersal;Day;coral;28.64085;31.4297
Cephalopholis microprion;25;4;Higher carnivore;Demersal;Day;coral;27.5295;31.464
Cephalopholis miniata;45;4.4;Higher carnivore;Demersal;Day;coral;25.22335;31.3157
Cephalopholis panamensis;31;4.1;Higher carnivore;Demersal;Day;rock;26.5271;30.292
Cephalopholis sexmaculata;50;4.5;Higher carnivore;Demersal;Day;coral;26.9505;31.155
Cephalopholis sonnerati;57;3.8;Higher carnivore;Demersal;Day;coral;26.2539;30.5069
Cephalopholis spiloparaea;30;4.1;Higher carnivore;Demersal;Day;coral;26.880275;30.62795
Cephalopholis urodeta;28;4;Higher carnivore;Demersal;Day;coral;27.3095;31.19
Cephaloscyllium laticeps;150;4.3;Higher carnivore;benthic;Night;rock;15.303;20.276
Cetoscarus bicolor;90;2;Excavator;Demersal;Day;coral;27.3535;31.278
Cetoscarus ocellatus;90;2;Scraping herbivore;Demersal;Day;coral;NA;NA
Chaetodermis penicilligerus;31;2.8;Omnivore;Demersal;Day;rock;23.4529;29.8298
Chaetodipterus faber;91;4.5;Higher carnivore;Demersal;Day;coral;20.046375;31.33775
Chaetodipterus zonatus;65;3.3;Omnivore;Demersal;Day;coral;27.8065;31.518
Chaetodon adiergastos;20;3.5;Corallivore;Demersal;Day;coral;27.0553;31.3796
Chaetodon andamanensis;15;3.3;Corallivore;Demersal;Day;coral;29.677625;30.74925
Chaetodon argentatus;20;2.6;Benthic invertivore;Demersal;Day;coral;26.3369;31.8418
Chaetodon assarius;13;2.7;Benthic invertivore;Demersal;Day;coral;23.3255;28.895
Chaetodon aureofasciatus;12.5;3.3;Corallivore;Demersal;Day;coral;25.844;31.533
Chaetodon auriga;23;3.2;Corallivore;Demersal;Day;coral;25.135;31.165
Chaetodon auripes;20;3.3;Benthic invertivore;Demersal;Day;rock;23.2895;31.136
Chaetodon austriacus;13;3.3;Corallivore;Demersal;Day;coral;26.139;30.81
Chaetodon baronessa;16;3.3;Corallivore;Demersal;Day;coral;27.3989;31.435
Chaetodon bennetti;20;3.3;Corallivore;Demersal;Day;coral;24.9297;30.7284
Chaetodon capistratus;7.5;3;Benthic invertivore;Demersal;Day;coral;26.84;30.9748
Chaetodon citrinellus;13;3.1;Corallivore;Demersal;Day;coral;24.856;30.581
Chaetodon collare;18;3.4;Corallivore;Demersal;Day;coral;29.66445;30.95
Chaetodon decussatus;20;2.6;Corallivore;Demersal;Day;coral;29.0705;30.543
Chaetodon dolosus;15;2.8;Benthic invertivore;Demersal;Day;coral;27.573;29.892
Chaetodon ephippium;30;3.1;Corallivore;Demersal;Day;coral;27.087025;31.207
Chaetodon falcula;20;3.5;Benthic invertivore;Demersal;Day;coral;29.005625;31.382
Chaetodon fasciatus;22;3.3;Corallivore;Demersal;Day;coral;26.16655;30.8321
Chaetodon flavirostris;20;3;Corallivore;Demersal;Day;coral;23.4959;29.2376
Chaetodon guentheri;22;2.8;Corallivore;Demersal;Day;coral;21.0904;26.1527
Chaetodon guttatissimus;12;3.1;Corallivore;Demersal;Day;coral;29.227;33.011
Chaetodon humeralis;25.4;2.7;Benthic invertivore;Demersal;Day;coral;26.60895;31.518
Chaetodon interruptus;20;3.3;Benthic invertivore;Demersal;Day;coral;26.0625;30.1975
Chaetodon kleinii;15;3.1;Corallivore;Demersal;Day;coral;25.684;31.419
Chaetodon lineolatus;30;3.3;Corallivore;Demersal;Day;coral;25.27505;31.207
Chaetodon litus;15;3.3;Benthic invertivore;Demersal;Day;coral;23.2705;25.975
Chaetodon lunula;20;3.4;Corallivore;Demersal;Day;coral;26.3535;31.282
Chaetodon lunulatus;14;3.3;Benthic invertivore;Demersal;Day;coral;25.5535;31.224
Chaetodon madagaskariensis;13;3.1;Benthic invertivore;Demersal;Day;coral;28.6082;31.6036
Chaetodon marleyi;20;2.7;Benthic invertivore;Demersal;Day;rock;19.5045;24.07
Chaetodon melannotus;18;3.3;Benthic invertivore;Demersal;Day;coral;24.94575;30.78
Chaetodon mertensii;12.5;3;Benthic invertivore;Demersal;Day;coral;24.3;29.469
Chaetodon meyeri;20;3.3;Corallivore;Demersal;Day;coral;28.331;31.248
Chaetodon miliaris;13;3;Planktivore;Demersal;Day;coral;25.5933;28.2317
Chaetodon multicinctus;12;3.3;Corallivore;Demersal;Day;coral;25.89235;27.7577
Chaetodon ocellatus;20;3.2;Corallivore;Demersal;Day;coral;25.0595;31.063
Chaetodon ocellicaudus;15;3.3;Benthic invertivore;Demersal;Day;coral;29.5206;30.9592
Chaetodon octofasciatus;12;2.6;Benthic invertivore;Demersal;Day;coral;29.714;31.493
Chaetodon ornatissimus;20;3.3;Corallivore;Demersal;Day;coral;27.05525;31.224
Chaetodon oxycephalus;25;3.5;Corallivore;Demersal;Day;coral;29.0205;31.435
Chaetodon paucifasciatus;14;3.2;Corallivore;Demersal;Day;coral;25.9353;30.8256
Chaetodon pelewensis;12.5;2.9;Corallivore;Demersal;Day;coral;24.551;29.971
Chaetodon plebeius;15;3.3;Corallivore;Demersal;Day;coral;24.6435;30.156
Chaetodon punctatofasciatus;12;3.3;Benthic invertivore;Demersal;Day;coral;26.3295;31.234
Chaetodon quadrimaculatus;16;3.3;Corallivore;Demersal;Day;coral;26.7557;30.0014
Chaetodon rafflesii;18;3.3;Corallivore;Demersal;Day;coral;27.59875;31.44
Chaetodon rainfordi;15;2.8;Corallivore;Demersal;Day;coral;25.0435;30.301
Chaetodon reticulatus;18;2.6;Corallivore;Demersal;Day;coral;26.516025;30.044
Chaetodon sedentarius;15;2.8;Benthic invertivore;Demersal;Day;coral;26.6262;30.9172
Chaetodon semeion;26;2.7;Benthic invertivore;Demersal;Day;coral;28.3004;31.29895
Chaetodon semilarvatus;23;3.5;Benthic invertivore;Demersal;Day;coral;26.4627;30.786
Chaetodon speculum;18;3.6;Corallivore;Demersal;Day;coral;24.9145;30.724
Chaetodon striatus;16;3.2;Benthic invertivore;Demersal;Day;coral;26.806;30.577
Chaetodon triangulum;16;3.3;Corallivore;Demersal;Day;coral;29.4371;30.6268
Chaetodon trichrous;12;3.2;Benthic invertivore;Demersal;Day;coral;28.134;29.695
Chaetodon tricinctus;15;3.3;Benthic invertivore;Demersal;Day;coral;22.105;25.138
Chaetodon trifascialis;18;3.3;Corallivore;Demersal;Day;coral;25.148;31.165
Chaetodon trifasciatus;15;3.3;Corallivore;Demersal;Day;coral;26.4856;31.5462
Chaetodon ulietensis;15;3.3;Benthic invertivore;Demersal;Day;coral;27.1274;31.17
Chaetodon unimaculatus;20;3.1;Benthic invertivore;Demersal;Day;coral;25.237275;30.674
Chaetodon vagabundus;23;3.3;Corallivore;Demersal;Day;coral;25.5726;31.3452
Chaetodon wiebeli;19;NA;Benthic invertivore;benthic;Day;coral;NA;NA
Chaetodon xanthocephalus;20;3;Benthic invertivore;Demersal;Day;coral;28.3142;30.7431
Chaetodon xanthurus;14;2.8;Benthic invertivore;Demersal;Day;coral;29.090425;30.53245
Chaetodon zanzibarensis;12;3.3;Corallivore;Demersal;Day;coral;29.227;33.011
Chaetodontoplus conspicillatus;25;2.6;Benthic invertivore;Demersal;Day;coral;22.2175;25.394
Chaetodontoplus duboulayi;28;2.7;Benthic invertivore;Demersal;Day;coral;26.2535;32.352
Chaetodontoplus meredithi;25;3;Benthic invertivore;Demersal;Day;coral;25.0319;29.9088
Chaetodontoplus mesoleucus;18;2.7;Benthic invertivore;Demersal;Day;coral;27.588425;31.344
Chaetodontoplus personifer;35;2.7;Benthic invertivore;Demersal;Day;coral;26.1515;30.822
Chaetodontoplus septentrionalis;22;2.7;Benthic invertivore;Demersal;Day;rock;23.0311;30.3254
Champsocephalus esox;35;3.9;Planktivore;pelagic non-site attached;Day;water column;7.4445;9.949
Chanos chanos;180;2;Browsing herbivore;pelagic non-site attached;Day;water column;26.0325;31.3275
Cheilinus abudjubbe;NA;NA;Benthic invertivore;benthic;Day;coral;24.786;28.104
Cheilinus chlorourus;45;3.4;Benthic invertivore;Demersal;Day;coral;26.316;31.207
Cheilinus fasciatus;40;3.4;Benthic invertivore;Demersal;Day;coral;27.3245;31.535
Cheilinus lunulatus;50;3.6;Benthic invertivore;Demersal;Day;coral;25.90875;30.3495
Cheilinus oxycephalus;17;3.3;Benthic invertivore;Demersal;Day;coral;27.591425;31.9883
Cheilinus trilobatus;45;3.5;Benthic invertivore;Demersal;Day;coral;26.3645;31.304
Cheilinus undulatus;229;4;Benthic invertivore;Demersal;Day;coral;26.46675;30.7875
Cheilio inermis;50;4;Benthic invertivore;Demersal;Day;coral;24.628;30.793
Cheilodactylus ephippium;55;3.5;Benthic invertivore;Demersal;Day;coral;21.4425;24.92
Cheilodactylus fasciatus;30;3.4;Benthic invertivore;Demersal;Day;rock;19.441;24.07
Cheilodactylus francisi;50;3.210526316;Benthic invertivore;Demersal;Day;coral;22.63;26.129
Cheilodactylus fuscus;65;3.4;Benthic invertivore;Demersal;Day;rock;19.892;24.56
Cheilodactylus gibbosus;35;3.4;Benthic invertivore;Demersal;Day;rock;19.795;23.731
Cheilodactylus nigripes;41;3.1;Benthic invertivore;Demersal;Day;rock;16.993;22.058
Cheilodactylus pixi;18;3.2;Benthic invertivore;Demersal;Day;rock;19.6406;24.07
Cheilodactylus rubrolabiatus;75;2.8;Benthic invertivore;Demersal;Day;rock;20.129325;23.2624
Cheilodactylus spectabilis;100;3;Benthic invertivore;Demersal;Day;rock;17.0733;21.983
Cheilodactylus vestitus;35;3;Benthic invertivore;Demersal;Day;rock;21.2595;27.1925
Cheilodipterus arabicus;18;3.5;Planktivore;pelagic site attached;Night;coral;28.074;30.052
Cheilodipterus artus;18.7;4.1;Planktivore;pelagic site attached;Night;coral;26.9719;31.6502
Cheilodipterus intermedius;20;4.1;Planktivore;pelagic site attached;Night;coral;26.8847;30.6672
Cheilodipterus isostigmus;11;4.2;Planktivore;pelagic site attached;Night;coral;26.9925;29.867
Cheilodipterus lachneri;12;NA;Planktivore;benthic;Night;coral;24.786;28.104
Cheilodipterus macrodon;25;4;Planktivore;pelagic site attached;Night;coral;25.5675;31.1635
Cheilodipterus nigrotaeniatus;10;3.7;Planktivore;pelagic site attached;Night;coral;27.706825;31.176
Cheilodipterus parazonatus;16.52857143;3.829677949;Benthic invertivore;pelagic site attached;Night;Coral;27.4176;30.52795
Cheilodipterus quinquelineatus;13;3.8;Planktivore;pelagic site attached;Night;coral;25.1925;31.254
Cheiloprion labiatus;6;3.3;Corallivore;Demersal;Day;coral;25.918;30.411
Chelidonichthys capensis;75;4.2;Higher carnivore;benthic;Night;sand;17.12;19.301
Chelmon marginalis;18;3.5;Corallivore;Demersal;Day;coral;26.9165;32.352
Chelmon rostratus;20;3.5;Benthic invertivore;Demersal;Day;coral;25.7685;31.382
Chelmonops curiosus;26;3.3;Benthic invertivore;Demersal;Day;rock;18.307825;23.33965
Chelmonops truncatus;22;2.8;Benthic invertivore;Demersal;Day;rock;19.9155;24.56
Chelon labrosus;75;2.6;Omnivore;pelagic site attached;Day;sand;13.07805;24.597
Chilomycterus antennatus;38;3.4;Benthic invertivore;Demersal;Day;coral;28.53075;30.0514
Chilomycterus reticulatus;55;3.5;Benthic invertivore;Demersal;Day;coral;25.8745;31.696
Chiloscyllium punctatum;121;4.1;Higher carnivore;benthic;Day;rock;25.811075;31.84615
Chirodactylus brachydactylus;40;3.5;Benthic invertivore;Demersal;Day;rock;19.5045;24.07
Chirolophis ascanii;25;3.2;Benthic invertivore;benthic;Night;rock;10.8855;20.131
Chironemus marmoratus;40;3.5;Benthic invertivore;benthic;Day;rock;19.2455;24.56
Chironemus microlepis;40;3.455555556;Browsing herbivore;benthic;Day;rock;20.2605;23.45
Chlorurus atrilunula;30;2;Excavator;Demersal;Day;coral;27.573;29.892
Chlorurus bleekeri;49;2;Excavator;Demersal;Day;coral;27.8525;31.54
Chlorurus bowersi;40;NA;Scraping herbivore;benthic;Day;coral;30.023;30.475
Chlorurus capistratoides;40;2;Excavator;Demersal;Day;coral;29.0705;30.543
Chlorurus frontalis;50;2;Excavator;Demersal;Day;coral;24.27135;29.4117
Chlorurus gibbus;70;2;Excavator;Demersal;Day;coral;26.007125;30.60225
Chlorurus japanensis;31;2;Excavator;Demersal;Day;coral;27.22225;30.3265
Chlorurus microrhinos;70;2;Excavator;Demersal;Day;coral;25.47575;30.9527
Chlorurus rhakoura;44.2;2;Excavator;Demersal;Day;coral;26.919;31.377
Chlorurus sordidus;40;2;Excavator;Demersal;Day;coral;25.1505;31.17
Chlorurus spilurus;50;3.130447761;Excavator;Demersal;Day;coral;27.024725;29.891
